ID,label,type,exposure cohort,exposure role,exposure categories,exposures,quote,source,confidence,note,classified by,checked by
COHO:0000381,Jackson Heart Study,cohort,no,,,,JHS is a prospective population-based observational study designed to investigate risk factors for cardiovascular disease (CVD) in Black individuals.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9395431/fullTextXML,high,"Community-based cohort of African American adults in Jackson, Mississippi, designed to investigate risk factors for cardiovascular disease: a population study of one disease family, with no exposure-based selection or purpose.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000382,UK Biobank Pharma Proteomics Project,cohort,no,,,,"The UKB Pharma Plasma Proteome (UKB-PPP) cohort comprises plasma samples from 54,219 individuals, including 46,595 randomly selected participants, 6,376 consortium-chosen individuals and 1,268 participants from a COVID-19 repeat imaging study.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10567546/fullTextXML,high,A mostly random sub-sample of UK Biobank participants profiled for plasma proteomics to map pQTLs; a general population biobank subset with no exposure or disease selection.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000383,Mass General Brigham Biobank,cohort,no,,,,"It collects biological samples and health data from consenting individuals at Massachusetts General Hospital, Brigham and Women’s Hospital, and local healthcare sites within the MGB network66.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12749686/fullTextXML,high,"Healthcare-system biobank of consenting patients across the Mass General Brigham network, not selected for any disease; its interest in environmental context is geospatial and socioeconomic rather than a designed exposure study.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000384,Cardiovascular Health Study,cohort,no,,,,Eligible participants were sampled from Medicare eligibility lists in each area.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A1669507+AND+SRC%3AMED&format=json&resultType=core,high,Population-based cohort of older adults sampled from Medicare lists in four US communities whose stated objective is the onset and course of coronary heart disease and stroke; no exposure-based design.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000385,Framingham Heart Study,cohort,no,,,,"Framingham Heart Study, which is a longitudinal, multi-generational community-based cohort based in Framingham, Massachusetts, USA.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A39350372+AND+SRC%3AMED&format=json&resultType=core,high,"Community-based multi-generational cohort of Framingham residents conceived and designed to study the epidemiology of cardiovascular disease, the archetypal population study of one disease family; no exposure-based design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000386,Rhineland Study,cohort,no,,,,"We used data from the Rhineland Study, an ongoing population-based cohort study in Bonn, Germany, to perform a GWAS on circulating complex lipid levels and composition measured using the Metabolon Complex Lipids Platform.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13135507/fullTextXML,medium,"Population-based cohort of Bonn residents aged 30 and over, run by DZNE, whose stated aim is what keeps people healthy or makes them resistant to disease in general, with neurodegenerative and age-related diseases named as one interest: a broad health-and-ageing purpose, not one disease and not an exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000387,European Prospective Investigation into Cancer and Nutrition-Potsdam,cohort,yes,designed to study exposures,diet,diet | nutritional status | lifestyle and environmental factors,"EPIC was developed to examine the relationships between diet, nutritional status, lifestyle and environmental factors, as well as the incidence of cancer and other chronic diseases lilke type 2 diabetes.",https://www.dife.de/en/research/cooperations/epic-study/,medium,"The Potsdam centre of EPIC, a population-based diet-and-cancer cohort in which initially healthy adults are examined for exposure characteristics such as nutritional behaviour; cancer is the disease the cohort was set up for, though the stated purpose extends to other chronic diseases such as type 2 diabetes, hence medium confidence on the disease verdict.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000388,Hispanic Community Health Study/Study of Latinos,cohort,no,,,,"The HCHS/SOL will recruit 16,000 men and women who self-identify as Hispanic or Latino, 18 to 74 years of age, from a random sample of households in defined communities in the Bronx, Chicago, Miami, and San Diego.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A20609343+AND+SRC%3AMED&format=json&resultType=core,high,"Community-based cohort drawn by random household sampling of Hispanic/Latino adults in four US cities, studying heart, lung, blood, sleep, kidney, liver, diabetes, cognitive, dental and hearing conditions together with immigration and acculturation: a broad multi-disease purpose, not an exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000389,Busselton Health Study,cohort,no,,,,The BHS is a community-based study in Western Australia that includes both related and unrelated individuals (predominantly of European ancestry) and has been described in more detail elsewhere46–48.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9170690/fullTextXML,high,"Community-based survey of residents of Busselton, Western Australia, run since 1966 and used for cardiovascular, respiratory, metabolic and ageing research: a general population cohort with no single disease or exposure purpose.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000390,Swedish Infrastructure for Medical Population-Based Life-Course and Environmental Research,cohort aggregation,yes,designed to study exposures,diet,dietary and lifestyle factors,"SIMPLER is an infrastructure with the purpose of providing national and international researchers with data for research about dietary and lifestyle factors as well as genetics, and how they affect our health, particularly in the latter part of life.",https://www.simpler4health.se/w/sh/en,medium,"Research infrastructure combining two population-based Swedish cohorts (COSM and SMC) whose stated purpose is research on dietary and lifestyle factors and genetics in relation to health in later life; the diet-and-lifestyle purpose makes it an exposure-designed aggregation, while its health outcomes are broad rather than one disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000391,Swedish CArdioPulmonary bioImage Study,cohort,no,,,,SCAPIS is designed as a prospective observational study of a randomly selected sample from the general population.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4744991/fullTextXML,medium,"Randomly recruited national population cohort of Swedes aged 50-64 whose stated purpose is cardiopulmonary disease (cardiovascular disease and COPD with related metabolic disorders); treated as a population study of a named disease family rather than a broad chronic-disease cohort, hence medium confidence. No exposure-based design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000392,Malmö Offspring Study,cohort,no,,,,"The study participants of MOS consists of invited adult children and grandchildren to participants in the Malmö Diet and Cancer Study—Cardiovascular Cohort (MDCS-CC, n = 6103), which is a random, deeply phenotyped subpopulation of the Malmö Diet and Cancer Study (MDCS) [17].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7847466/fullTextXML,high,"Family-based cohort of the adult children and grandchildren of a random Malmö population sample, mapping risk factors for family traits of chronic diseases in general; diet is one of many measured factors, not the defining or main subject.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000393,Metabolic Syndrome in Men Study,cohort,no,,,,"The Metabolic Syndrome in Men (METSIM) study is a population-based study including 10,197 Finnish men examined in 2005-2010.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A28119442+AND+SRC%3AMED&format=json&resultType=core,medium,"Population-based cohort of Finnish men designed to investigate risk factors for type 2 diabetes and cardiovascular disease, the cardiometabolic disease family its name (Metabolic Syndrome in Men) points to; medium confidence because the purpose spans two related diseases. No exposure-based design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000394,Qatar Genome Program,cohort,no,,,,The QGP is a population-based study designed to perform whole genome sequencing of the Qatar Biobank (QBB) participants9 with the aim to gain insights into the population structure and the genetic architecture of clinically relevant phenotypes in the Middle Eastern Qatari population.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7902658/fullTextXML,high,National whole-genome sequencing programme of Qatar Biobank volunteers to characterise the Qatari population; a population biobank with no disease or exposure selection.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000395,Trøndelag Health Study,cohort,no,,,,"In the HUNT Study, all residents aged ≥20 years in the Nord-Trøndelag region, Norway, have been invited to repeated surveys since 1984-86.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9908054/fullTextXML,high,"Total-population health survey of all adult residents of Trøndelag County, Norway, covering a broad range of health topics; a general population cohort with no disease or exposure selection.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000396,Simons Foundation Powering Autism Research for Knowledge,cohort,no,,,,,,high,"Nationwide US cohort of individuals with a professional diagnosis of autism spectrum disorder and their family members, built to accelerate autism research; a patient (family-based) disease cohort with no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000397,Chronic Renal Insufficiency Cohort Study,cohort,no,,,,,,high,"Multicentre prospective cohort of adults with chronic kidney disease enrolled at seven US clinical centres to study progression of kidney disease and cardiovascular disease; a patient cohort, not exposure-defined.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000398,Systematic and Combined Analysis of Olink Proteins,cohort aggregation,no,,,,"Each SCALLOP member works on human study collections from the general population, clinical trials or patients with certain diseases such as coronary artery disease, rheumatoid arthritis, bipolar disease, heart failure, dementias or metabolic syndrome.",http://www.scallop-consortium.com/,medium,"Consortium pooling Olink proteomics and genotype data from general population cohorts, clinical trials and patient collections of many unrelated diseases to map pQTLs; it collects no single disease and no exposure-based cohorts.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000399,China Medical University Hospital Biobank,cohort,no,,,,"The study participants were part of the China Medical University Hospital (CMUH) Precision Medicine Project, a systemic effort initiated in 2018 to recruit subjects and collect biospecimens from all patients who come to CMUH for medical visits [69,70].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9917812/fullTextXML,high,"Hospital-based biobank recruiting all patients attending China Medical University Hospital, Taichung, for medical visits, used for GWAS and PheWAS across hundreds of traits; unselected for any disease or exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000400,Religious Orders Study and Rush Memory and Aging Project,cohort aggregation,no,,,,,,high,"Pair of volunteer cohorts of older adults enrolled without dementia, with annual evaluation and brain donation, whose stated purpose is Alzheimer's disease; a cohort set up to study one disease, not exposure-based.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000401,Mayo Clinic Biobank,cohort,no,,,,"Participants were all Mayo Clinic patients, 18 years of age or older and US residents.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31699749+AND+SRC%3AMED&format=json&resultType=core,high,Clinic-based biobank of unselected adult Mayo Clinic patients established to supply controls for case-control studies and a prospective cohort for common outcomes; no disease or exposure selection.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000402,HOLBAEK Study,cohort,no,,,,,,high,"Danish childhood obesity biobank combining an obesity clinic cohort of children and adolescents in treatment with a population-based reference cohort; obesity counts as a disease, so a patient cohort with controls, not exposure-based.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000403,FinnGen,cohort,no,,,,The FinnGen study (https://www.finngen.fi/en) is an ongoing research project that utilizes samples from a nationwide network of Finnish biobanks and digital healthcare data from national health registers.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9849126/fullTextXML,high,"Nationwide Finnish biobank-plus-register study of about 500,000 people studying thousands of disease endpoints; hospital-based recruitment enriches it for disease in general but it is selected for no single disease and no exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000404,NIHR BioResource Rare Diseases Study,cohort,no,,,,,,high,"Whole-genome sequencing cohort of patients with rare diseases (or extreme quantitative traits), their affected relatives and controls, enrolled at NHS hospitals for diagnosis and gene discovery; a patient cohort across 15 rare disease domains, not exposure-based.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000405,"Australian Imaging, Biomarker & Lifestyle Flagship Study of Ageing",cohort,no,,,,"They will be reassessed at 18-month intervals in order to determine the predictive utility of various biomarkers, cognitive parameters and lifestyle factors as indicators of AD, and as predictors of future cognitive decline.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A19470201+AND+SRC%3AMED&format=json&resultType=core,high,"Longitudinal volunteer cohort of people over 60 with Alzheimer's disease, mild cognitive impairment and healthy controls recruited for prospective research into Alzheimer's disease; lifestyle factors are one class of candidate predictor alongside imaging and biomarkers, not the cohort's defining or main subject, so not an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000406,PopGen Biobank,cohort,no,,,,"PopGen currently pursues recruitment, sampling and processing activities in close collaboration with a multitude of clinical partners, covering cardiovascular, neuropsychiatric and environmental diseases.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A16490960+AND+SRC%3AMED&format=json&resultType=core,medium,"A population-based biobank in northern Germany that ascertains patients across cardiovascular, neuropsychiatric and other complex diseases together with population controls. A multi-disease genetic-epidemiology resource with no exposure design, so neither an exposure cohort nor a cohort of one disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000407,Diabetic Nephropathy Cohort,cohort,no,,,,,,high,"Outpatients with type 2 diabetes recruited at a Singapore diabetes centre and followed for diabetic nephropathy and cardiovascular events; a patient cohort, with no exposure-based selection.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000408,Singapore Study of Macro-Angiopathy and Micro-Vascular Reactivity in Type 2 Diabetes,cohort,no,,,,,,high,"A prospective cohort of patients with type 2 diabetes recruited in northern Singapore to study vascular function and diabetes complications; a patient cohort, not exposure-defined.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000409,Women's Health Initiative,cohort,no,,,,"The Women's Health Initiative (WHI) is a large and complex clinical investigation of strategies for the prevention and control of some of the most common causes of morbidity and mortality among postmenopausal women, including cancer, cardiovascular disease, and osteoporotic fractures.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A9492970+AND+SRC%3AMED&format=json&resultType=core,medium,"Postmenopausal women enrolled into prevention trials (low-fat eating pattern, hormone therapy, calcium and vitamin D) or a parallel observational study, followed for cancer, cardiovascular disease and fractures. The dietary arm is an assigned intervention rather than an exposure-defined design, and the purpose spans several disease families, so neither verdict is yes.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000410,Study of Health in Pomerania-TREND,cohort,no,,,,"To identify determinants of the anti-TSST-1 antibody response, we examined 976 participants of the German population-based epidemiological Study of Health in Pomerania (SHIP-TREND-0).",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37731490+AND+SRC%3AMED&format=json&resultType=core,high,A population-based sample of adults from Western Pomerania recruited as the second SHIP cohort for general health research; no exposure or disease selection.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000411,Korean Genome and Epidemiology Study,cohort aggregation,no,,,,"KoGES includes the community-based Ansan and Ansung study, the urban community-based health examinee study, and the rural community-based cardiovascular disease association study.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9903843/fullTextXML,medium,"A consortium of Korean population-based cohorts and a national biobank set up to study the genetic and environmental aetiology of common complex diseases. Environmental exposure data are collected among many variables, but the design is a general-purpose population resource, not an exposure or single-disease study.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000412,Netherlands Epidemiology of Obesity Study,cohort,no,,,,"The NEO study is a population-based, prospective cohort study that includes 6,673 individuals aged 45–65 years, with an oversampling of individuals with overweight or obesity.",https://link.springer.com/article/10.1007/s10654-013-9801-3,high,"A population-based cohort from the Leiden area in which people with a BMI of 27 or higher were eligible, oversampling overweight and obesity, designed to trace pathways to obesity-related diseases. Participants were selected for a disease-risk state (obesity counting as a disease), not for an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000413,Wisconsin Registry for Alzheimer's Prevention,cohort,no,,,,,,high,"Middle-aged adults enriched for a parental history of Alzheimer's disease dementia, followed for preclinical Alzheimer's disease; a cohort selected for disease risk, with no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000414,Wisconsin Alzheimer's Disease Research Center,cohort,no,,,,,,high,"The Clinical Core longitudinal cohort of the Wisconsin ADRC, recruiting people with mild Alzheimer's disease or mild cognitive impairment alongside healthy controls and middle-aged adults with a parental history of Alzheimer's disease; a disease cohort of patients and at-risk relatives, not exposure-defined.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000415,Food Chain Plus,cohort,no,,,,The Food Chain Plus (FoCus) cohort was launched in 2011 for population-based research related to metabolic inflammation.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A36245062+AND+SRC%3AMED&format=json&resultType=core,medium,"A Kiel-region cohort of which three quarters were drawn at random from residents' registers and one quarter were patients with metabolic inflammation from the university obesity outpatient centre, set up to study metabolic inflammation and the diseases it drives. Nutrition profiling is one of many data layers rather than an exposure-centred design, so the exposure verdict is no; the single-pathology purpose and patient component make it a disease cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000416,Amish Complex Disease Research Program,cohort aggregation,no,,,,"To date, over 7000 Amish adults have participated in one or more of our studies as part of the Amish Complex Disease Research Program72.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8989972/fullTextXML,medium,"A University of Maryland research programme collecting studies of the Old Order Amish founder population of Lancaster County on the genetics of complex diseases (osteoporosis, cardiometabolic traits, longevity). Its members are population and family studies across many diseases with no exposure design, so both verdicts are no.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000417,BioVU,cohort,no,,,,"In 2007, VUMC launched a biobank, BioVU, and the BioVU Consent form is provided to patients in the outpatient clinic environments at VUMC.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7807864/fullTextXML,high,A practice-based biobank of DNA from leftover clinical blood of Vanderbilt patients linked to de-identified health records; donors are unselected for any disease or exposure.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000418,Southall and Brent Revisited,cohort,no,,,,SABRE was set up in 1988 as a tri-ethnic longitudinal cohort study to examine ethnic differences in chronic disease.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10874717/fullTextXML,medium,"A population-based tri-ethnic London cohort set up in 1988 to compare cardiovascular disease and diabetes between European, South Asian and African Caribbean people, described more loosely in a 2024 paper as a study of ethnic differences in chronic disease. Taken as a population study of one cardiometabolic disease family; no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000419,Gut-and-Liver Axis in Alcoholic Liver Fibrosis,cohort,yes,defined by exposure,alcohol,harmful drinking,The GALA–ALD cohort is a diagnostic-test cohort of consecutively recruited patients with a history of harmful drinking.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9205783/fullTextXML,high,"Consecutively recruited patients with a history of harmful drinking and early alcohol-related liver disease, with matched healthy controls, from Odense within the EU GALAXY consortium. Selection on harmful alcohol use makes it an exposure-defined cohort, and the participants are patients with alcohol-related liver disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000420,Cardiovascular Risk in Young Finns Study,cohort,no,,,,,,medium,"A population-based cohort of Finnish children and adolescents sampled in 1980 and followed into adulthood to relate childhood cardiovascular risk factors to preclinical cardiovascular disease, as its name states. A general population cohort devoted to one disease family; no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000421,Study of Colorectal Cancer in Scotland,cohort,no,,,,,,high,"A population-based case-control study of colorectal cancer in Scotland whose cases are followed for survival; the participants of interest are colorectal cancer patients, with no exposure-based selection.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000422,China Kadoorie Biobank,cohort,no,,,,"The China Kadoorie Biobank (CKB) is a population-based prospective cohort of >512,000 adults recruited from 2004 to 2008 from 10 geographically diverse regions across China.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37601966+AND+SRC%3AMED&format=json&resultType=core,high,A population-based prospective biobank of half a million adults from ten regions of China studying many diseases and risk factors; no exposure or disease selection.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000423,All of Us Research Program,cohort,no,,,,The All of Us Research Program plans to enroll a diverse group of at least 1 million persons in the United States in order to accelerate biomedical research and improve health.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31412182+AND+SRC%3AMED&format=json&resultType=core,high,"A national precision-medicine cohort enrolling a million diverse US adults with questionnaires, health records and biospecimens; a general population resource with no exposure or disease selection.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000424,BioMe Biobank,cohort,no,,,,A snLVEF genetic risk score (GRS) was applied and cases of snLVEF were identified in 486 754 individuals across two population-based cohorts (BioMe Biobank and UK Biobank).,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A35278270+AND+SRC%3AMED&format=json&resultType=core,high,An electronic health record-linked biobank enrolling patients of the Mount Sinai Health System non-selectively; a general biobank with no exposure or disease selection.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000425,Coronary Artery Risk Development in Young Adults Study,cohort,no,,,,,,medium,"A prospective cohort of Black and White young adults recruited in 1985-1986 at four US centres and followed into midlife for the development of coronary and cardiovascular risk factors and disease, as its name states. A general population cohort devoted to one disease family; not exposure-defined.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000426,Health for Life in Singapore,cohort,no,,,,"Participants were recruited from the Singapore general population11,13,14.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12764833/fullTextXML,high,"A population-based multi-ethnic cohort of 10,004 Singapore residents for precision-medicine research on diverse diseases; no exposure or disease selection.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000427,Cleveland Family Study,cohort,no,,,,,,high,"A family study built around index probands with laboratory-confirmed obstructive sleep apnoea, their relatives and neighbourhood control families, designed to study the familial basis of sleep-disordered breathing. A disease cohort of patients and their at-risk relatives; no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000428,deCODE genetics Icelandic cohort,cohort,no,,,,"This study is based on whole-genome sequence data from the whole blood of 15,220 Icelanders participating in various disease projects at deCODE genetics.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5465083/fullTextXML,medium,"A population sample of Icelanders recruited through deCODE's many disease-specific projects and its general-population deCODE Health Study, used for genome-wide studies of diseases and traits at large. A multi-disease national resource with no exposure design, so both verdicts are no.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000429,PainOMICS Retrospective Study,cohort,no,,,,,,high,A multicentre retrospective case-control study of patients with chronic low back pain and pain-free controls run by the EU PainOMICS project; a patient cohort with no exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000430,The Pomak cohort,cohort,no,,,,"We use whole-genome sequencing (WGS) to capture the entire allele frequency spectrum in 2,893 samples from two Greek population-based cohorts, MANOLIS and Pomak.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8640022/fullTextXML,high,A population-based cohort of adult volunteers from the isolated Pomak villages of northern Greece recruited within the Hellenic Isolated Cohorts to study the genetics of complex traits; no exposure or disease selection.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000431,Genetic Epidemiology Research on Adult Health and Aging,cohort,no,,,,"Participants in the GERA cohort were recruited from the adult membership of the KPNC health plan, a large integrated health care system that provides comprehensive medical services to four million members.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7939422/fullTextXML,high,"GERA is a general cohort of adult Kaiser Permanente Northern California health-plan members within RPGEH, genotyped as a resource for GWAS of diverse traits and conditions; participants were selected neither for an exposure nor for a disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000432,Correlated Expression and Disease Association Research,cohort,no,,,,"We collected peripheral blood as well as intestinal biopsies (ileum, transverse colon, rectum) from 323 healthy Europeans visiting the Academic Hospital of the University of Liège as part of a national screening campaign for colon cancer.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6013502/fullTextXML,high,"CEDAR is a panel of about 320 healthy adults recruited at a colon-cancer screening campaign in Liège whose blood-cell and gut transcriptomes serve as an eQTL resource; it was built to interpret IBD risk loci, but its participants are healthy volunteers rather than patients, so it is not a disease cohort, and no exposure defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000433,Generation Scotland: Scottish Family Health Study,cohort,no,,,,"Generation Scotland (GS) is a large family-based cohort study established as a longitudinal resource for research into the genetic, lifestyle and environmental determinants of physical and mental health.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A38908846+AND+SRC%3AMED&format=json&resultType=core,high,Generation Scotland is a family-based general-population cohort recruited through general practices as a broad resource for physical and mental health research; environment is one of many determinants and no single disease is its purpose.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000434,Genetic Epidemiology Network of Arteriopathy,cohort,no,,,,"In the first phase of GENOA (Phase I: 1996–2001), sibships with at least two adults with clinically diagnosed essential hypertension before age 60 were recruited, and all siblings in the sibship were invited to participate regardless of hypertension status.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8764761/fullTextXML,high,"GENOA recruited sibships ascertained on at least two siblings with clinically diagnosed essential hypertension before age 60, to find genes for blood pressure and hypertensive target-organ damage; recruitment is by disease (hypertensive sibships, normotensive siblings included), and no environmental exposure defines the cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000435,Northern Finland Birth Cohorts,cohort aggregation,no,,,,"We used data from two general population birth cohort studies, Northern Finland Birth Cohorts 1966 and 1986 (NFBC1966 and NFBC1986).",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A39820013+AND+SRC%3AMED&format=json&resultType=core,high,The Northern Finland Birth Cohorts programme collects two general-population birth cohorts (1966 and 1986) followed from the fetal period for health and well-being; neither an exposure nor a disease defines them.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000436,Taiwan Biobank,cohort,no,,,,"To advance epidemiological and biomedical research, Taiwan launched its own biobank, the Taiwan Biobank (TWB), in 2012, which prospectively collected a wide variety of lifestyle behaviors, environmental risk factors, and family history of common, complex diseases in the general Taiwanese population and measured genetic information in the biobank participants.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9903657/fullTextXML,high,"Taiwan Biobank is a prospective population biobank of volunteers from the general Taiwanese population; it records lifestyle and environmental exposures among many variables without exposure being its design purpose, and it targets no single disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000437,GeneRISK study,cohort,no,,,,We use data from the prospective GeneRISK cohort46 whose principal aim is to assess the impact of communication of genetic risk information of CVD to study participants.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10618167/fullTextXML,medium,"GeneRISK is a general-population cohort of Finnish adults (population register, occupational health customers, blood donors) set up to test how returning polygenic and clinical risk for atherosclerotic cardiovascular disease changes health behaviour; participants were not selected for disease, but the cohort's stated purpose is one disease family, so it is a population study of cardiovascular disease; no exposure defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000438,Healthy Aging in Neighborhoods of Diversity across the Life Span,cohort,no,,,,"We designed a multidisciplinary, community-based, prospective longitudinal epidemiologic study among socioeconomically diverse African Americans and Whites.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A20828101+AND+SRC%3AMED&format=json&resultType=core,high,"HANDLS is an area-probability community sample of Baltimore adults stratified by age, sex, race and poverty status to study how race and socioeconomic status shape age-related health disparities; socioeconomic status alone is not an environmental exposure under these rules, and its health outcomes are broad.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000439,Mount Sinai Crohn's and Colitis Registry,cohort,no,,,,"Patients with UC (n=484) or CD (n=464) and HCs (ages 18+, n=365) were recruited as part of a cross-sectional study, the Mount Sinai Crohn’s and Colitis Registry (MSCCR), between December 2013 and September 2016 from the outpatient and endoscopy units of the Mount Sinai Hospital.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9214725/unicode,high,"MSCCR is a registry of about 1,500 adults recruited at endoscopy at Mount Sinai Hospital, mostly patients with ulcerative colitis or Crohn's disease plus non-IBD controls, for molecular studies of inflammatory bowel disease; a patient series with controls, not an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
