COHO ID,label,type,review rows,GWAS tags,PGS ids,status,definition verdict,current definition,current definition source,proposed definition,proposed definition source,problems,corrections,definition checked against,evidence URL,evidence quote,papers checked,checked by
COHO:0000550,Prevention of Renal and Vascular End-stage Disease study,cohort,220,PREVEND,PREVEND,FIX,correct,"A Dutch population-based cohort of 8,592 residents of the city of Groningen aged 28 to 75, enrolled in 1997-1998 from 40,856 respondents who sent a morning urine sample, enriched for people with urinary albumin of at least 10 mg/L plus a random control sample, and followed up to study renal and cardiovascular disease.",PMID:23316297|PMID:41406505,,,"definition correct (Groningen residents aged 28-75, 1997-1998, 40,856 respondents with a morning urine sample, 6,000 with urinary albumin >=10 mg/L plus a random control sample of 2,592, i.e. 8,592; renal and cardiovascular aims); identity, label, type, country right; no duplicate. Only problem: the drafter left out the name 'Prevention of REnal and Vascular ENd-stage Disease' (which spells out how PREVEND is formed and is used in the example abstract and in PMC12902255) as a mere case variant, contrary to the rule that such names are kept.",other synonyms=Prevention of Renal and Vascular Endstage Disease study|Prevention of REnal and Vascular ENd-stage Disease,PMID:23316297 (PMC3541606 Study Population and Design); PMID:41406505 (PMC12902255); QT and QRS-T GWAS supplements ('Prevend is an ongoing prospective study investigating the natural course of increased levels of urinary albumin excretion and its relation to renal and cardiovascular disease'),https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:35097025%20AND%20SRC:MED&resultType=core&format=json,participating in the Prevention of REnal and Vascular ENd-stage Disease (PREVEND) study,"PMID:36050321 ok (supplement: 'PREVEND - Prevention of REnal and Vascular ENd stage Disease', population-based, 3189); PMID:36918541 ok (same supplement text); PMID:41406505 ok ('The Dutch cohort “Prevention of REnal and Vascular ENd-stage Disease” (PREVEND)'); PMID:35097025 ok (example); PMID:39643614 ok (acknowledgements 'PREVEND genetics was supported by the Dutch Kidney Foundation'); PMID:40050429 not checked (cohorts named only in the supplement).","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000551,European Alzheimer & Dementia Biobank,cohort aggregation,221,EADB,EADB,FIX,correct,"A European consortium bringing together the European genome-wide association consortia working on Alzheimer disease, which collated and uniformly genotyped a new dataset of about 20,000 clinically diagnosed Alzheimer disease cases and 22,000 controls from 15 European countries and pools them with existing European cohorts for genetic studies of Alzheimer disease and related dementias.",PMID:35379992,,,"definition correct (consortium of the European AD GWAS consortia; new dataset of 20,464 cases and 22,244 controls genotyped on one array (Illumina GSA) in three centres; pooled with existing consortia); identity, label, synonyms, type (aggregation) and the listed member Amsterdam Dementia Cohort right; tag EADB denotes it in all 7 PMIDs; no duplicate. Gaps: (1) GR@ACE (COHO:0000258) is one of the 'EADB studies' and should be a member too; (2) countries are left empty, but a consortium paper names the countries of the EADB dataset (16 there, vs '15 European countries' in Bellenguez 2022): Austria, Belgium, Bulgaria, Czech Republic, Denmark, Finland, France, Germany, Greece, Italy, Portugal, Spain, Sweden, Switzerland, the Netherlands, UK (Bulgaria is not yet in gaz_xrefs.tsv).","members=COHO:0000374 (Amsterdam Dementia Cohort, keep); COHO:0000258 (Genome Research at Fundació ACE) ;; countries=dbpedia:Austria|dbpedia:Belgium|dbpedia:Bulgaria|dbpedia:Czech_Republic|dbpedia:Denmark|dbpedia:Finland|dbpedia:France|dbpedia:Germany|dbpedia:Greece|dbpedia:Italy|dbpedia:Portugal|dbpedia:Spain|dbpedia:Sweden|dbpedia:Switzerland|dbpedia:Netherlands|dbpedia:United_Kingdom (optional; dbpedia:Bulgaria must be added to gaz_xrefs.tsv)",PMID:35379992 (PMC9005347 full text)|https://static-content.springer.com/esm/art%3A10.1038%2Fs41380-024-02838-5/MediaObjects/41380_2024_2838_MOESM1_ESM.pdf|PMID:36066633 (PMC9547780),https://static-content.springer.com/esm/art%3A10.1038%2Fs41380-024-02838-5/MediaObjects/41380_2024_2838_MOESM1_ESM.pdf,"""The EADB studies (EADI, Bonn, DemGene, GR@ACE/DEGESCO, EADB-core and GERAD) are described in more details in (Bellenguez et al., 2022)""; ""This consortium groups together 20,464 Alzheimer’s disease (AD) cases and 22,244 controls after quality controls from 16 European countries (Austria, Belgium, Bulgaria, Czech Republic, Denmark, Finland, France, Germany, Greece, Italy, Portugal, Spain, Sweden, Switzerland, The Netherlands and the UK). These samples were genotyped using the ILLUMINA GSA array in three independent centers""",PMID:36066633 ok (example); PMID:39633006 ok; PMID:42014397 ok ('EADB included 12 individual cohorts'); PMID:42237039 ok; PMID:35379992 ok; PMID:37985413 ok (EADB summary statistics); PMID:40533518 ok (EADB-core and EADB studies),"Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000552,INTERSTROKE Study,cohort,222,INTERSTROKE,INTERSTROKE,FIX,correct,"An international multicentre case-control study of risk factors for first acute stroke, which recruited 13,462 stroke cases and 13,488 community or hospital controls matched for age, sex and region from 142 centres in 32 countries between 2007 and 2015, with a genotyped subset of consenting participants used in genetic studies of stroke.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10955659/fullTextXML|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9841450/fullTextXML|https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-022-05165-3/MediaObjects/41586_2022_5165_MOESM1_ESM.docx,,,"Definition correct, and identity, name, type and the 32 countries are right. Missing aggregation membership: INTERSTROKE's African-ancestry genotyped participants are a component of COMPASS, the Consortium of Minority Population Genome-Wide Association Studies of Stroke, already in COHO as aggregation COHO:0000044. The MEGASTROKE supplement (PMID:29531354, sheet 'COMPASS') lists 'INTERSTROKE | 192 | 239 | 431' among COMPASS's contributing studies. The GIGASTROKE supplement (PMID:36180795) describes 'INTERSTROKE-African Americans' and thanks INTERSTROKE among the COMPASS studies. Existing COMPASS members such as ARIC and CHS likewise contributed only their African-American participants.",parent=COHO:0000044 (Consortium of Minority Population Genome-Wide Association Studies of Stroke) ;; parent relation=hasCohort (COHO:0000044 hasCohort COHO:0000552),"PMID:20389123 (design paper abstract: 'INTERSTROKE is an international, multicenter case-control study', first stroke, hospital- and community-based controls) | PMID:38516107 (PMC10955659: 13,462 cases and 13,488 controls recruited January 2007 to August 2015 from 142 centers in 32 countries; country list) | PMID:36220600 (PMC9841450: controls 'matched to cases for age ..., sex, and geographic region'; South Africa) | GIGASTROKE supplement 41586_2022_5165_MOESM1_ESM.docx ('A subset of INTERSTROKE participants consenting to genetic analysis with sufficient DNA quantities were genotyped')",https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-022-05165-3/MediaObjects/41586_2022_5165_MOESM1_ESM.docx,"COMPASS contains African American participants from several cohort studies. ... COMPASS: The authors thank the staff and participants of the ARIC, CHS, VISP, HANDLS, INTERSTROKE, ISGS, JHS, SIGNET-REGARDS, GEOS, SiGN, SLESS, SWISS, and WHI studies","PMID:36180795 ok (example; supplement descriptions 'INTERSTROKE-African Americans' and 'INTERSTROKE (European, Asian, and Latin-american)'); PMID:29531354 ok (MEGASTROKE supplement 41588_2018_58_MOESM1_ESM.pdf: INTERSTROKE EUR/AFR/ASN/LAT, same description; MOESM3 sheets INTERSTROKE and COMPASS); PMID:36240095 ok (eTable 1 at links.lww.com/WNL/C245: INTERSTROKE EUR/AFR/AMR/EAS, citing the INTERSTROKE design paper); PMID:39537608 ok (uses MEGASTROKE summary statistics; supplement lists INTERSTROKE among its cohorts). PGS Catalog INTERSTROKE = 'INTERSTROKE'.","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000553,Shanghai Women's Health Study,cohort,223,SWHS,SWHS,FIX,correct,"A population-based prospective cohort of 74,942 Chinese women aged 40–70 recruited in 1996–2000 from selected urban communities of Shanghai, most of whom gave blood, urine or buccal-cell samples, followed by biennial in-person recontact and linkage to cancer and vital statistics registries, to study environmental exposures, biomarkers and the risk of cancer and other chronic diseases.",PMID:16236996,,PMID:16236996|PMID:22073174,"Definition correct (74,942 women, recruited 1996–2000 from urban Shanghai communities, ~88% gave urine and blood or buccal samples, biennial in-person recontact and registry linkage: all in the PMID:16236996 abstract). Only the age range 40–70 is not in the cited source's abstract (the drafter took it from the supplement of PMID:40537477); an open-access abstract from the SWHS investigators states it, so add it as a second definition source. Identity, name, type and country right; no duplicate (COHO:0000153 'Shanghai Study' is an unrelated gallbladder-cancer study). Note: in the DIAMANTE T2D paper (PMID:35551307) the tag is part of the combined dataset 'SBCS/SWHS' (Shanghai Breast Cancer Study and Shanghai Women's Health Study), which GWAS Catalog splits into SBCS and SWHS; the SWHS part is this cohort.",definition source=PMID:16236996|PMID:22073174,"PMID:16236996 (abstract); PMID:22073174 (abstract, PMC3206811); supplement MOESM1 of PMID:40537477 (https://static-content.springer.com/esm/art%3A10.1038%2Fs41398-025-03418-z/MediaObjects/41398_2025_3418_MOESM1_ESM.pdf)",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:22073174%20AND%20SRC:MED&resultType=core&format=json,"the Shanghai Women's Health Study (1996-2009) and Shanghai Men's Health Study (2002-2009), two population-based cohort studies of 74,942 women aged 40-70 years and 61,500 men aged 40-74 years at the study enrollment","PMID:40537477 ok (supplement MOESM1: 'Shanghai Women's Health Study (SWHS)'; example GCST90570659 cohorts MESA, SP2, other, SMHS, SWHS); PMID:34887591 ok (GLGC Supplementary Table ST.1: 'SWHS | Shanghai Women Health Study | China'); PMID:35551307 ok but combined: Supplementary Table 1 row 'SBCS/SWHS | Shanghai Breast Cancer Study and Shanghai Women’s Health Study' (GCST90132185 cohorts list SBCS and SWHS separately); PGS Catalog cohort SWHS 'Shanghai Womens Health Study' (development cohort of GIANT height/BMI, lipid and T2D scores)","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000554,Montreal Heart Institute Biobank phase2,cohort,224,MHIphase2,,FIX,needs correction,"The phase 2 sample of the Montreal Heart Institute Biobank used in the trans-ethnic blood-cell genetics study of Chen et al. (2020): a nested case-control sample of 3,495 European-ancestry patients from the hospital cohort (3,436 analysed), genotyped on the MEGA array, with blood cell counts measured on a Beckman Coulter UniCel DxH 800 analyser.",https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx,"A nested case-control sample of about 3,400 French-Canadian participants of the Montreal Heart Institute Biobank (patients with coronary artery disease and controls free of it) genotyped on the Illumina MEGA array at the Université de Montréal Beaulieu-Saucier Pharmacogenomics Centre, forming the second of the biobank's two genetic data sets.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6201388/fullTextXML|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6587223/fullTextXML|https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx,"Identity, type and parent right: MHI Biobank phase 2 is the second of the biobank's two planned genetic data sets, a case-control sample (CAD patients and CAD-free controls, French Canadians) genotyped on the Illumina MEGA array, used by several studies (PMIDs 30369316, 31184202, 32888493). The definition instead describes only the analysis sample of one study (Chen et al. 2020: its 3,495/3,436 counts and its blood-count analyser), not the data set itself, and omits its case-control composition.","definition=A nested case-control sample of about 3,400 French-Canadian participants of the Montreal Heart Institute Biobank (patients with coronary artery disease and controls free of it) genotyped on the Illumina MEGA array at the Université de Montréal Beaulieu-Saucier Pharmacogenomics Centre, forming the second of the biobank's two genetic data sets. ;; definition source=https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6201388/fullTextXML|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6587223/fullTextXML|https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx ;; other synonyms=MHI Biobank phase 2","Table S1B/S1D of PMID:32888493 (https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx) | PMID:30369316 (https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6201388/fullTextXML, Genetic Data, GWAS for CEC, Acknowledgments) | PMID:31184202 (https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6587223/fullTextXML)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6201388/fullTextXML,We generated the MHI Biobank phase 2 data set by genotyping 3397 participants on the Illumina MEGA array. | an additional 863 CAD‐free participants and 2534 patients with CAD (MHI Biobank phase 2 in Table S1) | Genotyping of the MHI Biobank samples (phase 2) was performed at the Université de Montréal Beaulieu‐Saucier Pharmacogenomics Centre at the MHI.,"PMID:32888493 ok (only paper with the tag; Table S1B 'MHIphase2 | Montreal Heart Institute Biobank phase2 | Nested case-control from hospital cohort', S1D 'MEGA'); the same data set is 'MHI Biobank phase 2' in PMID:30369316 (n=3397 genotyped) and PMID:31184202 (n=3309; PGS000013 evaluation 'Phase 2')","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000555,Montreal Heart Institute Biobank phase1,cohort,226,MHIphase1,,FIX,needs correction,"The phase 1 sample of the Montreal Heart Institute Biobank used in the trans-ethnic blood-cell genetics study of Chen et al. (2020): a nested case-control sample of 2,002 European-ancestry patients from the hospital cohort (1,991 analysed), whole-genome sequenced, with blood cell counts measured on a Beckman Coulter UniCel DxH 800 analyser.",https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx,"A nested case-control sample of about 2,000 French-Canadian participants of the Montreal Heart Institute Biobank (patients with myocardial infarction and controls free of coronary artery disease) whose whole genomes were sequenced at low depth (about 5.6x) at the McGill University and Génome Québec Innovation Centre, forming the first of the biobank's two genetic data sets.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6201388/fullTextXML|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6587223/fullTextXML|https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx,"Identity, type and parent right: MHI Biobank phase 1 is the first of the biobank's two planned genetic data sets, a case-control sample (myocardial infarction patients and CAD-free controls, French Canadians) with low-pass whole-genome sequencing, used by several studies (PMIDs 30369316, 31184202, 32888493). The definition instead describes only the analysis sample of one study (Chen et al. 2020: its 2,002/1,991 counts and its blood-count analyser), not the data set itself, and omits its case-control composition.","definition=A nested case-control sample of about 2,000 French-Canadian participants of the Montreal Heart Institute Biobank (patients with myocardial infarction and controls free of coronary artery disease) whose whole genomes were sequenced at low depth (about 5.6x) at the McGill University and Génome Québec Innovation Centre, forming the first of the biobank's two genetic data sets. ;; definition source=https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6201388/fullTextXML|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6587223/fullTextXML|https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx ;; other synonyms=MHI Biobank phase 1","Table S1B/S1D of PMID:32888493 (https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx) | PMID:30369316 (https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6201388/fullTextXML, Participants, Genetic Data, Results, Acknowledgments) | PMID:31184202 (https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6587223/fullTextXML)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6201388/fullTextXML,"The genetic data were generated in 2 phases, which were planned at the beginning of the project. Initially, we performed low‐pass whole‐genome DNA sequencing on 1896 participants. This whole‐genome DNA sequencing MHI Biobank phase 1 data set ... The mean coverage per individual was ≈5.6× | 996 CAD‐free participants and 1000 patients with myocardial infarction from the MHI Biobank (MHI Biobank phase 1 in Table S1) | Sequencing of the MHI Biobank samples (phase 1) was performed at the McGill University and Génome Québec Innovation Centre.",PMID:32888493 ok (only paper with the tag; Table S1B 'MHIphase1 | Montreal Heart Institute Biobank phase1 | Nested case-control from hospital cohort'); the same data set is 'MHI Biobank phase 1' in PMID:30369316 (n=1896 sequenced) and PMID:31184202 (n=1964; PGS000013 evaluation 'Phase 1'),"Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000556,Darmkrebs: Chancen der Verhütung durch Screening,cohort,227,DACHS,DACHS,CONFIRMED,correct,"A multicentre population-based case-control study of colorectal cancer in the Rhine-Neckar region of south-west Germany, led from the German Cancer Research Center in Heidelberg, which from 2003 recruited patients aged 30 or over with a first colorectal cancer diagnosis from the 22 hospitals treating the disease in the region, and actively follows the cases to study colorectal cancer risk, prevention by screening and survival.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5946295/fullTextXML,,,,,"https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5946295/fullTextXML|https://www.dkfz.de/en/clinical-epidemiology-of-early-cancer-detection/dachs (the study's own page: DKFZ principal investigators, recruitment 2003-2021, >20 hospitals in the Rhine-Neckar-Odenwald area, patients followed up for 20 years)|PMID:21200035",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5946295/fullTextXML,"an ongoing multi-center population-based case-control study with additional active follow-up of cases conducted in the Rhine-Neckar region in the South of Germany. | DKFZ page: For the DACHS study, a total of 7500 colorectal cancer patients and >8000 randomly selected control persons without colorectal cancer were recruited between 2003 and 2021","PMID:35512400 ok ('DACHS = Darmkrebs: Chancen der Verhütung durch Screening'); PMID:34996992 ok (example GCST90102456 list: 'the German Darmkrebs: Chancen der Verhutung durch Screening Study (DACHS)'); PMID:37539667 ok ('DACHS, a population-based patient cohort (German Clinical Trials Register: ID DRKS00011793)'); PMID:38112776 ok (DACHS named in methods); PMID:38749303 ok (DACHS acknowledgements); PMID:36576985, PMID:35438744 GECCO/CORECT/CCFR pooled analyses, study lists in supplements. PGS Catalog DACHS: name_full 'Darmkrebs: Chancen der Verhütung durch Screening', colorectal cancer PRS only, matches.","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000557,British Genetics of Hypertension study,cohort,228,BRIGHT,BRIGHT,FIX,needs correction,"A UK case-control and family resource of white European people with severe essential hypertension, collected by the MRC British Genetics of Hypertension study from about 1,700 affected sibling pairs and 800 nuclear families, with about 2,000 normotensive controls matched by age, sex and geography across the UK, for linkage and association studies of the genetics of hypertension.",PMID:19304780|PMID:16754790,"A UK resource of white European families with severe essential hypertension, collected by the Medical Research Council British Genetics of Hypertension (BRIGHT) study through the MRC General Practice Framework and other primary care practices (about 1,600 families with more than 2,000 affected sibling pairs, plus parent-offspring trios), with about 2,000 normotensive controls matched by age, sex and geography across the UK, for linkage and association studies of the genetics of hypertension.",PMID:12826435|PMID:16754790|PMID:19304780|https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-022-32821-z/MediaObjects/41467_2022_32821_MOESM1_ESM.pdf,"Identity, name, type and country are right. The definition's family numbers are wrong: '1,700 affected sibling pairs' comes from a replication paper by another group (PMC2685752, '1700 sib-pairs'), but BRIGHT's own design paper reports 2,010 affected sibling pairs from 1,599 families and its 2006 update reports 2,142 affected sibling pairs in 1,635 families (plus 712 parent-offspring trios), so ~1,700 is closer to the number of families than of pairs. Related term: COHO:0000359 (WTCCC case-control study for Hypertension) consists of BRIGHT probands and has no link to this term. PMC2685752 says 'The BRIGHT sample-included WTCCC severe hypertension cases (n = 1754)'. The WTCCC 2007 paper describes its HT cases in the same words as BRIGHT (MRC General Practice Framework, diagnosed before 60), and every tagged GWAS uses BRIGHT's Affymetrix 500K/CHIAMO case set, i.e. the WTCCC genotyping. COHO:0000359 should be isSubCohortOf this term. Also missing an aggregation membership: BRIGHT is a contributing study of MAGIC's random-glucose GWAS (PMID:37679419; group author 'Meta-Analysis of Glucose and Insulin-Related Traits Consortium (MAGIC)'; Supplementary Table 1 of contributing studies: 'COHORT | Airwave | BRIGHT ...'). MAGIC is COHO:0000536, which has no members.","definition=A UK resource of white European families with severe essential hypertension, collected by the Medical Research Council British Genetics of Hypertension (BRIGHT) study through the MRC General Practice Framework and other primary care practices (about 1,600 families with more than 2,000 affected sibling pairs, plus parent-offspring trios), with about 2,000 normotensive controls matched by age, sex and geography across the UK, for linkage and association studies of the genetics of hypertension. ;; definition source=PMID:12826435|PMID:16754790|PMID:19304780|https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-022-32821-z/MediaObjects/41467_2022_32821_MOESM1_ESM.pdf ;; parent=COHO:0000536 (Meta-Analyses of Glucose and Insulin-related traits Consortium) for this term; and on COHO:0000359 (WTCCC case-control study for Hypertension) set parent COHO:0000557 ;; parent relation=hasCohort (COHO:0000536 hasCohort COHO:0000557); isSubCohortOf (COHO:0000359 isSubCohortOf COHO:0000557)","PMID:12826435 (BRIGHT design paper, abstract) | PMID:16754790 (abstract) | PMID:19304780 (PMC2685752 Methods 'BRIGHT replication sample' and Table 2 footnote) | PMID:36050321 supplement 41467_2022_32821_MOESM1_ESM.pdf ('Participants of the BRIGHT Study were recruited from the Medical Research Council General Practice Framework and other primary care practices in the UK') | PMID:17554300 (PMC2719288 BioC, HT phenotype description)",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:12826435%20AND%20SRC:MED&resultType=core&format=json,"In the Medical Research Council BRItish Genetics of HyperTension (BRIGHT) study, we aim to identify these genetic factors by scanning the human genome for susceptibility genes for essential hypertension. ... We phenotyped 2010 affected sibling pairs drawn from 1599 severely hypertensive families","PMID:36050321 ok (supplement Data 1: 'BRIGHT | British Genetics of Hypertension | 12826435 | EA | Hypertensive cases | 2001'; Affymetrix 500k, CHIAMO); PMID:36918541 ok (same cohort row in 41467_2023_36997_MOESM4_ESM.xlsx and MOESM1 description); PMID:37679419 ok (example; SuppTable1: BRIGHT, UK, 'Hypertension cases', 1643, Affymetrix 500K, Sanger, CHIAMO; MOESM1 acknowledgement). In all three the samples are BRIGHT hypertensive cases genotyped on the WTCCC platform. PGS Catalog BRIGHT = 'British Genetics of Hypertension study'.","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000558,Genetic Investigation of ANthropometric Traits consortium,cohort aggregation,229,GIANT,GIANT,CONFIRMED,correct,"An international collaboration of investigators from many groups, institutions, countries and studies that meta-analyses genome-wide association and other large-scale genetic data to identify loci modulating human body size and shape, such as height, body mass index and waist-related traits, and releases the summary data.",https://portals.broadinstitute.org/collaboration/giant/index.php/Main_Page,,,,,https://portals.broadinstitute.org/collaboration/giant/index.php/Main_Page,,,"PMID:35793639 ok (example, abstract); PMID:35399580 ok (GIANT European meta-analyses); PMID:40796553 ok; PMID:35051171 ok ('GIANT consortium (denoted GIANT)'); PMID:35186008 ok (GIANT data-file URL for BMI); PMID:39349817 ok; PMID:36187959 ok; PMID:36581621 ok; PMID:41686896 ok (GIANT data-file URL); PMID:34226488 GIANT not named in the main text (BMI summary-statistics source unnamed); PMID:39375568 abstract only, GIANT not named. PGS id GIANT: PGS name 'Genetic Investigation of ANthropometric Traits (GIANT) consortium' = this consortium","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000559,Hong Kong Degenerative Disc Disease Population Cohort,cohort,231,HKDDDPC,HKDDDPC,FIX,correct,"A population-based cohort of about 2,900 volunteers of Southern Chinese origin aged 15–55 in Hong Kong, openly recruited through newspaper advertisements, posters and e-mails regardless of back symptoms, who underwent lumbar spine MRI, questionnaires and genome-wide genotyping, to study the genetic and environmental determinants of intervertebral disc degeneration.",PMID:27157501|PMID:34450027,,,"Definition correct (2,943 Southern Chinese volunteers aged 15-55 with lumbar MRI, questionnaires and HumanOmni-ZhongHua-8 genotyping in Li et al. 2016; open recruitment by newspaper advertisements, posters and e-mails, not selected on symptoms, in PMC8459317). Identity, type and country right; no duplicate in COHO. But the cohort's own papers mostly call it the 'Hong Kong Disc Degeneration Population-Based Cohort' (also 'Hong Kong Disc Degeneration Cohort', acronym HKDD); these names are missing as synonyms. The label (the GO consortium's expansion of the tag HKDDDPC) can stay.",other synonyms=Hong Kong Disc Degeneration Population-Based Cohort|Hong Kong Disc Degeneration Cohort ;; acronym synonyms=HKDDDPC|HKDD,"PMID:27157501 (abstract); PMID:34450027 (PMC8459317 full text, section 'Hong Kong work -HKSpineOA'); PMC8013935 and PMC4900699 (cohort recruitment descriptions)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8013935/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6088183/fullTextXML,"This was a prospective, longitudinal cohort study of 1864 subjects (n = 1158 women, n = 706 men) as part of the Hong Kong Disc Degeneration Population-Based Cohort. | using the GWAS data of Hong Kong Disc Degeneration (HKDD) population-based cohort (Cheung et al., 2009 ; Samartzis et al., 2012 ; Li et al., 2016 )","PMID:34450027 ok (PMC8459317: 'Hong Kong Degenerative Disc Disease Population Cohort (HKDDDPC) is a a population-based cohort', citing Li et al. 2016; example GCST90034520 lists HKDDDPC with 449 Southern Chinese cases and 981 controls); PMID:40205036 ok (PMC12119359: sensitivity meta-analysis 'includes 5 GWASs from the HKDDDPC, RIKEN and Rotterdam studies'); no PGS Catalog cohort record for HKDDDPC (REST returns 0 results)","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000560,International Lung Cancer Consortium,cohort aggregation,232,ILCCO,ILCCO,CONFIRMED,correct,"An international consortium established in 2004 by research groups leading large molecular epidemiology studies of lung cancer, which pools data from its member case-control and cohort studies to study lung cancer risk and prognosis; its OncoArray project genotyped about 36,000 participants of European descent.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3002160/fullTextXML|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5619832/fullTextXML,,,,,"https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3002160/fullTextXML|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5619832/fullTextXML|PMID:28604730 (https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5510465/fullTextXML; OncoArray lung study: 43,398 individuals entered QC and 14,803 European cases and 12,262 controls were analysed; the definition's 'about 36,000' of European descent, taken from PMC5619832, fits a pre-QC count)|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8128887/fullTextXML",,,"PMID:39366959 ok (example; ILCCO OncoArray summary statistics); PMID:40746155 ok (abstract: 'data from the International Lung Cancer Consortium (ILCCO)'); PMID:40341939 ok by GWAS Catalog record (tagged ILCCO|NCI_Lung|INHALE; abstract does not name ILCCO); PMID:42152146 ok; PMID:42443585 abstract only, ILCCO not named (tagged with PLCO, TRICL, UKB); PMID:36819030 ok; PMID:34002017 ok; PMID:35138370 ok ('INTEGRAL-ILCCO lung cancer consortium'); PMID:37236969 ok; PMID:40973091 ok ('International Lung Cancer OncoArray Consortium (ILCCO-OncoArray)'); PMID:42364979 ok ('INTEGRAL (Integrative Analysis of Lung Cancer Etiology and Risk)-ILCCO'). PGS id ILCCO: PGS name 'International Lung Cancer Consortium (Lung cancer OncoArray project)' = this consortium","Claude Opus 5.5 (Anthropic), 2026-09"
